[2026-04-16T09:39:56.766277] Redirecting stdout/stderr to: logs/seq_512_batch_size_ablation/transformer_logs.txt
No tokenizer path provided, training will create a new tokenizer from the training text
Usage: python train_causal_ldru.py --tokenizer_path <path_to_tokenizer_file>
Example: python train_causal_ldru.py --tokenizer_path /path/to/your/tokenizer.model
Training with text file: ptb_train.txt
Using validation text file: ptb_val.txt
Using test text file for model testing: ptb_test.txt
Creating dataset from text file...
Using SPTokenizer for subword tokenization.
Tokenizer model will be saved to: tokenizers/ptb_tokenizer_vocab1000_seq512_for_transformer_seq512_model_transformer_seq2seq_silu_default_512_SP.model
Tokenizer vocab size: 1000
Creating training dataset from text file...
Loading text from: ptb_train.txt
Tokenizing text...
Total tokens: 1,735,164
Created 6,776 sequences of length 512
Each sequence: [context tokens (length 511)] -> [target token]
All sequences used for dataset: 6,776
\nSample sequence: 'ed to be a  ⁇ unk ⁇  the spokesman said pete and jeff and joe jr. have taken over the reins and are ...'
Creating validation dataset from text file...
Loading text from: ptb_val.txt
Tokenizing text...
Total tokens: 135,593
Created 528 sequences of length 512
Each sequence: [context tokens (length 511)] -> [target token]
All sequences used for dataset: 528
Validation sequences: 528
Creating test dataset from text file...
Loading text from: ptb_test.txt
Tokenizing text...
Total tokens: 154,133
Created 601 sequences of length 512
Each sequence: [context tokens (length 511)] -> [target token]
All sequences used for dataset: 601
Test sequences: 601
Using ALiBi positional encodings for transformer model.
Using ALiBi positional encodings for transformer model.
Created evaluation model with dropout disabled
Initializing model...
Checkpoints will be saved to: checkpoints
Model has 3,842,500 parameters
Initial learning rate: 1.00e-03
Starting training...
Epoch 1/100
Training: 0it [00:00, ?it/s]
Training: 0it [00:42, ?it/s, Loss=7.3827, Acc=0.0002, PPL=1607.9, LR=1.00e-03]
Training: 378it [00:13, 28.57it/s, Loss=2.5497, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 381it [00:13, 28.54it/s, Loss=2.5497, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 381it [00:13, 28.54it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 381it [00:13, 28.54it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 381it [00:13, 28.54it/s, Loss=2.5497, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 384it [00:13, 28.53it/s, Loss=2.5497, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 384it [00:13, 28.53it/s, Loss=2.5497, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 384it [00:13, 28.53it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 384it [00:13, 28.53it/s, Loss=2.5494, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 387it [00:13, 28.53it/s, Loss=2.5494, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 387it [00:13, 28.53it/s, Loss=2.5491, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 387it [00:13, 28.53it/s, Loss=2.5491, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 387it [00:13, 28.53it/s, Loss=2.5493, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 390it [00:13, 28.56it/s, Loss=2.5493, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 390it [00:13, 28.56it/s, Loss=2.5494, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 390it [00:13, 28.56it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 390it [00:13, 28.56it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 393it [00:13, 28.55it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 393it [00:13, 28.55it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 393it [00:13, 28.55it/s, Loss=2.5496, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 393it [00:13, 28.55it/s, Loss=2.5497, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 396it [00:13, 28.55it/s, Loss=2.5497, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 396it [00:13, 28.55it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 396it [00:13, 28.55it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 396it [00:13, 28.55it/s, Loss=2.5503, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 399it [00:13, 28.54it/s, Loss=2.5503, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 399it [00:13, 28.54it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 399it [00:13, 28.54it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 399it [00:13, 28.54it/s, Loss=2.5506, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 402it [00:13, 28.55it/s, Loss=2.5506, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 402it [00:13, 28.55it/s, Loss=2.5506, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 402it [00:14, 28.55it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 402it [00:14, 28.55it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 405it [00:14, 28.54it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 405it [00:14, 28.54it/s, Loss=2.5505, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 405it [00:14, 28.54it/s, Loss=2.5504, Acc=0.4746, PPL=12.8, LR=1.00e-03]
Training: 405it [00:14, 28.54it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 408it [00:14, 28.58it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 408it [00:14, 28.58it/s, Loss=2.5501, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 408it [00:14, 28.58it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 408it [00:14, 28.58it/s, Loss=2.5501, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 411it [00:14, 28.57it/s, Loss=2.5501, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 411it [00:14, 28.57it/s, Loss=2.5501, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 411it [00:14, 28.57it/s, Loss=2.5501, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 411it [00:14, 28.57it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 414it [00:14, 28.55it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 414it [00:14, 28.55it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 414it [00:14, 28.55it/s, Loss=2.5499, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 414it [00:14, 28.55it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 417it [00:14, 28.55it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 417it [00:14, 28.55it/s, Loss=2.5500, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 417it [00:14, 28.55it/s, Loss=2.5495, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 417it [00:14, 28.55it/s, Loss=2.5492, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 420it [00:14, 28.53it/s, Loss=2.5492, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 420it [00:14, 28.53it/s, Loss=2.5493, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 420it [00:14, 28.53it/s, Loss=2.5494, Acc=0.4748, PPL=12.8, LR=1.00e-03]
Training: 420it [00:14, 28.53it/s, Loss=2.5496, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 423it [00:14, 28.51it/s, Loss=2.5496, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Training: 423it [00:14, 28.77it/s, Loss=2.5496, Acc=0.4747, PPL=12.8, LR=1.00e-03]
Average loss: 2.5496
Average accuracy: 0.4747
Average perplexity: 12.8327
Current learning rate: 1.00e-03

Validation: 0it [00:00, ?it/s]
Validation: 0it [00:00, ?it/s, Loss=2.7439, Acc=0.4501, PPL=15.5]
Validation: 0it [00:00, ?it/s, Loss=2.7400, Acc=0.4481, PPL=15.5]
Validation: 0it [00:00, ?it/s, Loss=2.7410, Acc=0.4476, PPL=15.5]
Validation: 0it [00:00, ?it/s, Loss=2.7502, Acc=0.4469, PPL=15.6]
Validation: 0it [00:00, ?it/s, Loss=2.7685, Acc=0.4436, PPL=15.9]
Validation: 0it [00:00, ?it/s, Loss=2.7439, Acc=0.4471, PPL=15.6]
Validation: 0it [00:00, ?it/s, Loss=2.7128, Acc=0.4528, PPL=15.1]
Validation: 0it [00:00, ?it/s, Loss=2.7140, Acc=0.4523, PPL=15.2]
Validation: 0it [00:00, ?it/s, Loss=2.6944, Acc=0.4560, PPL=14.9]
Validation: 0it [00:00, ?it/s, Loss=2.6973, Acc=0.4556, PPL=14.9]
Validation: 10it [00:00, 93.19it/s, Loss=2.6973, Acc=0.4556, PPL=14.9]
Validation: 10it [00:00, 93.19it/s, Loss=2.6972, Acc=0.4558, PPL=14.9]
Validation: 10it [00:00, 93.19it/s, Loss=2.7079, Acc=0.4539, PPL=15.1]
Validation: 10it [00:00, 93.19it/s, Loss=2.7106, Acc=0.4534, PPL=15.1]
Validation: 10it [00:00, 93.19it/s, Loss=2.7111, Acc=0.4536, PPL=15.1]
Validation: 10it [00:00, 93.19it/s, Loss=2.7115, Acc=0.4535, PPL=15.1]
Validation: 10it [00:00, 93.19it/s, Loss=2.7204, Acc=0.4518, PPL=15.2]
Validation: 10it [00:00, 93.19it/s, Loss=2.7172, Acc=0.4519, PPL=15.2]
Validation: 10it [00:00, 93.19it/s, Loss=2.7219, Acc=0.4511, PPL=15.3]
Validation: 10it [00:00, 93.19it/s, Loss=2.7240, Acc=0.4506, PPL=15.3]
Validation: 10it [00:00, 93.19it/s, Loss=2.7264, Acc=0.4504, PPL=15.3]
Validation: 20it [00:00, 94.07it/s, Loss=2.7264, Acc=0.4504, PPL=15.3]
Validation: 20it [00:00, 94.07it/s, Loss=2.7269, Acc=0.4501, PPL=15.3]
Validation: 20it [00:00, 94.07it/s, Loss=2.7292, Acc=0.4499, PPL=15.4]
Validation: 20it [00:00, 94.07it/s, Loss=2.7243, Acc=0.4512, PPL=15.3]
Validation: 20it [00:00, 94.07it/s, Loss=2.7257, Acc=0.4509, PPL=15.3]
Validation: 20it [00:00, 94.07it/s, Loss=2.7297, Acc=0.4501, PPL=15.4]
Validation: 20it [00:00, 94.07it/s, Loss=2.7339, Acc=0.4494, PPL=15.4]
Validation: 20it [00:00, 94.07it/s, Loss=2.7343, Acc=0.4498, PPL=15.4]
Validation: 20it [00:00, 94.07it/s, Loss=2.7347, Acc=0.4499, PPL=15.5]
Validation: 20it [00:00, 94.07it/s, Loss=2.7338, Acc=0.4500, PPL=15.4]
Validation: 20it [00:00, 94.07it/s, Loss=2.7373, Acc=0.4495, PPL=15.5]
Validation: 30it [00:00, 94.14it/s, Loss=2.7373, Acc=0.4495, PPL=15.5]
Validation: 30it [00:00, 94.14it/s, Loss=2.7386, Acc=0.4495, PPL=15.5]
Validation: 30it [00:00, 94.14it/s, Loss=2.7384, Acc=0.4494, PPL=15.5]
Validation: 30it [00:00, 94.14it/s, Loss=2.7388, Acc=0.4493, PPL=15.5]
                                                                      
Validation loss: 2.7388
Validation accuracy: 0.4493
Validation perplexity: 15.5124
Per-position PPL: [130.1 43.1 31.1 35.7 23.8 25.0 22.8 ... 19.2 16.0 18.7 17.5 16.4 20.9 19.1] → (μ=19.4, range=12.9-130.1)
Position trend: stable (R²=0.023)
Best: pos 278 (PPL=12.86), Worst: pos 0 (PPL=130.11)
✅ Validation improved! Reset patience counter.
Current validation perplexity (15.5124) is not better than the previous best (15.3450). Skipping checkpoint save.
New best validation perplexity: 15.5124

Evaluating on test set...

Validation: 0it [00:00, ?it/s]
Validation: 0it [00:00, ?it/s, Loss=2.6832, Acc=0.4653, PPL=14.6]
Validation: 0it [00:00, ?it/s, Loss=2.5885, Acc=0.4804, PPL=13.4]
Validation: 0it [00:00, ?it/s, Loss=2.6035, Acc=0.4761, PPL=13.6]
Validation: 0it [00:00, ?it/s, Loss=2.6092, Acc=0.4744, PPL=13.6]
Validation: 0it [00:00, ?it/s, Loss=2.6045, Acc=0.4740, PPL=13.6]
Validation: 0it [00:00, ?it/s, Loss=2.6140, Acc=0.4728, PPL=13.7]
Validation: 0it [00:00, ?it/s, Loss=2.6220, Acc=0.4713, PPL=13.8]
Validation: 0it [00:00, ?it/s, Loss=2.6298, Acc=0.4696, PPL=13.9]
Validation: 0it [00:00, ?it/s, Loss=2.6301, Acc=0.4685, PPL=13.9]
Validation: 0it [00:00, ?it/s, Loss=2.6311, Acc=0.4684, PPL=13.9]
Validation: 10it [00:00, 92.08it/s, Loss=2.6311, Acc=0.4684, PPL=13.9]
Validation: 10it [00:00, 92.08it/s, Loss=2.6344, Acc=0.4679, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6395, Acc=0.4673, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6380, Acc=0.4677, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6412, Acc=0.4670, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6339, Acc=0.4687, PPL=13.9]
Validation: 10it [00:00, 92.08it/s, Loss=2.6340, Acc=0.4689, PPL=13.9]
Validation: 10it [00:00, 92.08it/s, Loss=2.6323, Acc=0.4693, PPL=13.9]
Validation: 10it [00:00, 92.08it/s, Loss=2.6351, Acc=0.4686, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6389, Acc=0.4681, PPL=14.0]
Validation: 10it [00:00, 92.08it/s, Loss=2.6360, Acc=0.4682, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6360, Acc=0.4682, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6343, Acc=0.4681, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6282, Acc=0.4690, PPL=13.9]
Validation: 20it [00:00, 93.11it/s, Loss=2.6280, Acc=0.4690, PPL=13.9]
Validation: 20it [00:00, 93.11it/s, Loss=2.6296, Acc=0.4689, PPL=13.9]
Validation: 20it [00:00, 93.11it/s, Loss=2.6319, Acc=0.4685, PPL=13.9]
Validation: 20it [00:00, 93.11it/s, Loss=2.6337, Acc=0.4679, PPL=13.9]
Validation: 20it [00:00, 93.11it/s, Loss=2.6344, Acc=0.4678, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6385, Acc=0.4671, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6367, Acc=0.4677, PPL=14.0]
Validation: 20it [00:00, 93.11it/s, Loss=2.6349, Acc=0.4680, PPL=14.0]
Validation: 30it [00:00, 93.47it/s, Loss=2.6349, Acc=0.4680, PPL=14.0]
Validation: 30it [00:00, 93.47it/s, Loss=2.6338, Acc=0.4682, PPL=13.9]
Validation: 30it [00:00, 93.47it/s, Loss=2.6325, Acc=0.4686, PPL=13.9]
Validation: 30it [00:00, 93.47it/s, Loss=2.6321, Acc=0.4687, PPL=13.9]
Validation: 30it [00:00, 93.47it/s, Loss=2.6329, Acc=0.4687, PPL=13.9]
Validation: 30it [00:00, 93.47it/s, Loss=2.6329, Acc=0.4686, PPL=13.9]
Validation: 30it [00:00, 93.47it/s, Loss=2.6354, Acc=0.4682, PPL=14.0]
Validation: 30it [00:00, 93.47it/s, Loss=2.6354, Acc=0.4681, PPL=14.0]
                                                                      
Test loss: 2.6354
Test accuracy: 0.4681
Test perplexity: 13.9694
Per-position PPL: [100.2 37.3 27.4 25.5 18.9 22.1 25.0 ... 15.1 17.3 15.9 17.2 18.6 20.1 16.6] → (μ=17.4, range=11.8-100.2)
Position trend: stable (R²=0.021)
Best: pos 276 (PPL=11.81), Worst: pos 0 (PPL=100.25)

Sample generation:
Generated: 'south korea 's economic boom which began in N stopped this year because of prolonged labor disputes trade conflicts and sluggish exports and the market for oakland 's'


Epoch 5/100

Training: 0it [00:00, ?it/s]
Training: 0it [00:00, ?it/s, Loss=2.4109, Acc=0.4994, PPL=11.1, LR=1.00e-03]
Training: 0it [00:00, ?it/s, Loss=2.3856, Acc=0.5054, PPL=10.9, LR=1.00e-03]
Training: 0it [00:00, ?it/s, Loss=2.4284, Acc=0.4957, PPL=11.4, LR=1.00e-03]
Training: 3it [00:00, 28.46it/s, Loss=2.4284, Acc=0.4957, PPL=11.4, LR=1.00e-03]
Training: 3it [00:00, 28.46it/s, Loss=2.4251, Acc=0.4979, PPL=11.3, LR=1.00e-03]
Training: 3it [00:00, 28.46it/s, Loss=2.4080, Acc=0.5016, PPL=11.1, LR=1.00e-03]
Training: 3it [00:00, 28.46it/s, Loss=2.4105, Acc=0.4996, PPL=11.2, LR=1.00e-03]
Training: 6it [00:00, 28.54it/s, Loss=2.4105, Acc=0.4996, PPL=11.2, LR=1.00e-03]
Training: 6it [00:00, 28.54it/s, Loss=2.4134, Acc=0.4990, PPL=11.2, LR=1.00e-03]
Training: 6it [00:00, 28.54it/s, Loss=2.4208, Acc=0.4977, PPL=11.3, LR=1.00e-03]
Training: 6it [00:00, 28.54it/s, Loss=2.4208, Acc=0.4978, PPL=11.3, LR=1.00e-03]
Training: 9it [00:00, 28.56it/s, Loss=2.4208, Acc=0.4978, PPL=11.3, LR=1.00e-03]
Training: 9it [00:00, 28.56it/s, Loss=2.4211, Acc=0.4978, PPL=11.3, LR=1.00e-03]
Training: 9it [00:00, 28.56it/s, Loss=2.4165, Acc=0.4986, PPL=11.2, LR=1.00e-03]
Training: 9it [00:00, 28.56it/s, Loss=2.4214, Acc=0.4978, PPL=11.3, LR=1.00e-03]
Training: 12it [00:00, 28.58it/s, Loss=2.4214, Acc=0.4978, PPL=11.3, LR=1.00e-03]
Training: 12it [00:00, 28.58it/s, Loss=2.4315, Acc=0.4956, PPL=11.4, LR=1.00e-03]
Training: 12it [00:00, 28.58it/s, Loss=2.4392, Acc=0.4943, PPL=11.5, LR=1.00e-03]
Training: 12it [00:00, 28.58it/s, Loss=2.4388, Acc=0.4944, PPL=11.5, LR=1.00e-03]
Training: 15it [00:00, 28.65it/s, Loss=2.4388, Acc=0.4944, PPL=11.5, LR=1.00e-03]
Training: 15it [00:00, 28.65it/s, Loss=2.4477, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 15it [00:00, 28.65it/s, Loss=2.4472, Acc=0.4933, PPL=11.6, LR=1.00e-03]
Training: 15it [00:00, 28.65it/s, Loss=2.4486, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 18it [00:00, 28.63it/s, Loss=2.4486, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 18it [00:00, 28.63it/s, Loss=2.4486, Acc=0.4926, PPL=11.6, LR=1.00e-03]
Training: 18it [00:00, 28.63it/s, Loss=2.4497, Acc=0.4925, PPL=11.6, LR=1.00e-03]
Training: 18it [00:00, 28.63it/s, Loss=2.4471, Acc=0.4931, PPL=11.6, LR=1.00e-03]
Training: 21it [00:00, 28.63it/s, Loss=2.4471, Acc=0.4931, PPL=11.6, LR=1.00e-03]
Training: 21it [00:00, 28.63it/s, Loss=2.4477, Acc=0.4931, PPL=11.6, LR=1.00e-03]
Training: 21it [00:00, 28.63it/s, Loss=2.4440, Acc=0.4939, PPL=11.5, LR=1.00e-03]
Training: 21it [00:00, 28.63it/s, Loss=2.4479, Acc=0.4930, PPL=11.6, LR=1.00e-03]
Training: 24it [00:00, 28.67it/s, Loss=2.4479, Acc=0.4930, PPL=11.6, LR=1.00e-03]
Training: 24it [00:00, 28.67it/s, Loss=2.4490, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 24it [00:00, 28.67it/s, Loss=2.4508, Acc=0.4924, PPL=11.6, LR=1.00e-03]
Training: 24it [00:00, 28.67it/s, Loss=2.4501, Acc=0.4925, PPL=11.6, LR=1.00e-03]
Training: 27it [00:00, 28.71it/s, Loss=2.4501, Acc=0.4925, PPL=11.6, LR=1.00e-03]
Training: 27it [00:00, 28.71it/s, Loss=2.4490, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 27it [00:01, 28.71it/s, Loss=2.4487, Acc=0.4929, PPL=11.6, LR=1.00e-03]
Training: 27it [00:01, 28.71it/s, Loss=2.4465, Acc=0.4932, PPL=11.6, LR=1.00e-03]
Training: 30it [00:01, 28.70it/s, Loss=2.4465, Acc=0.4932, PPL=11.6, LR=1.00e-03]
Training: 30it [00:01, 28.70it/s, Loss=2.4472, Acc=0.4930, PPL=11.6, LR=1.00e-03]
Training: 30it [00:01, 28.70it/s, Loss=2.4503, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 30it [00:01, 28.70it/s, Loss=2.4508, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 33it [00:01, 28.72it/s, Loss=2.4508, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 33it [00:01, 28.72it/s, Loss=2.4523, Acc=0.4918, PPL=11.6, LR=1.00e-03]
Training: 33it [00:01, 28.72it/s, Loss=2.4502, Acc=0.4921, PPL=11.6, LR=1.00e-03]
Training: 33it [00:01, 28.72it/s, Loss=2.4515, Acc=0.4919, PPL=11.6, LR=1.00e-03]
Training: 36it [00:01, 28.74it/s, Loss=2.4515, Acc=0.4919, PPL=11.6, LR=1.00e-03]
Training: 36it [00:01, 28.74it/s, Loss=2.4516, Acc=0.4916, PPL=11.6, LR=1.00e-03]
Training: 36it [00:01, 28.74it/s, Loss=2.4542, Acc=0.4910, PPL=11.7, LR=1.00e-03]
Training: 36it [00:01, 28.74it/s, Loss=2.4549, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 39it [00:01, 28.73it/s, Loss=2.4549, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 39it [00:01, 28.73it/s, Loss=2.4562, Acc=0.4907, PPL=11.7, LR=1.00e-03]
Training: 39it [00:01, 28.73it/s, Loss=2.4548, Acc=0.4908, PPL=11.7, LR=1.00e-03]
Training: 39it [00:01, 28.73it/s, Loss=2.4548, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 42it [00:01, 28.74it/s, Loss=2.4548, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 42it [00:01, 28.74it/s, Loss=2.4550, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 42it [00:01, 28.74it/s, Loss=2.4546, Acc=0.4909, PPL=11.7, LR=1.00e-03]
Training: 42it [00:01, 28.74it/s, Loss=2.4529, Acc=0.4911, PPL=11.6, LR=1.00e-03]
Training: 45it [00:01, 28.69it/s, Loss=2.4529, Acc=0.4911, PPL=11.6, LR=1.00e-03]
Training: 45it [00:01, 28.69it/s, Loss=2.4505, Acc=0.4915, PPL=11.6, LR=1.00e-03]
Training: 45it [00:01, 28.69it/s, Loss=2.4482, Acc=0.4919, PPL=11.6, LR=1.00e-03]
Training: 45it [00:01, 28.69it/s, Loss=2.4484, Acc=0.4919, PPL=11.6, LR=1.00e-03]
Training: 48it [00:01, 28.65it/s, Loss=2.4484, Acc=0.4919, PPL=11.6, LR=1.00e-03]
Training: 48it [00:01, 28.65it/s, Loss=2.4505, Acc=0.4914, PPL=11.6, LR=1.00e-03]
Training: 48it [00:01, 28.65it/s, Loss=2.4464, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 48it [00:01, 28.65it/s, Loss=2.4458, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 51it [00:01, 28.66it/s, Loss=2.4458, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 51it [00:01, 28.66it/s, Loss=2.4455, Acc=0.4924, PPL=11.6, LR=1.00e-03]
Training: 51it [00:01, 28.66it/s, Loss=2.4484, Acc=0.4918, PPL=11.6, LR=1.00e-03]
Training: 51it [00:01, 28.66it/s, Loss=2.4503, Acc=0.4915, PPL=11.6, LR=1.00e-03]
Training: 54it [00:01, 28.65it/s, Loss=2.4503, Acc=0.4915, PPL=11.6, LR=1.00e-03]
Training: 54it [00:01, 28.65it/s, Loss=2.4503, Acc=0.4916, PPL=11.6, LR=1.00e-03]
Training: 54it [00:01, 28.65it/s, Loss=2.4504, Acc=0.4916, PPL=11.6, LR=1.00e-03]
Training: 54it [00:01, 28.65it/s, Loss=2.4502, Acc=0.4916, PPL=11.6, LR=1.00e-03]
Training: 57it [00:01, 28.80it/s, Loss=2.4502, Acc=0.4916, PPL=11.6, LR=1.00e-03]
Training: 57it [00:02, 28.80it/s, Loss=2.4481, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 57it [00:02, 28.80it/s, Loss=2.4457, Acc=0.4926, PPL=11.6, LR=1.00e-03]
Training: 57it [00:02, 28.80it/s, Loss=2.4446, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 60it [00:02, 28.78it/s, Loss=2.4446, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 60it [00:02, 28.78it/s, Loss=2.4450, Acc=0.4926, PPL=11.6, LR=1.00e-03]
Training: 60it [00:02, 28.78it/s, Loss=2.4449, Acc=0.4926, PPL=11.6, LR=1.00e-03]
Training: 60it [00:02, 28.78it/s, Loss=2.4448, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 63it [00:02, 28.74it/s, Loss=2.4448, Acc=0.4927, PPL=11.6, LR=1.00e-03]
Training: 63it [00:02, 28.74it/s, Loss=2.4456, Acc=0.4925, PPL=11.6, LR=1.00e-03]
Training: 63it [00:02, 28.74it/s, Loss=2.4461, Acc=0.4924, PPL=11.6, LR=1.00e-03]
Training: 63it [00:02, 28.74it/s, Loss=2.4472, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 66it [00:02, 28.73it/s, Loss=2.4472, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 66it [00:02, 28.73it/s, Loss=2.4475, Acc=0.4922, PPL=11.6, LR=1.00e-03]
Training: 66it [00:02, 28.73it/s, Loss=2.4479, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 66it [00:02, 28.73it/s, Loss=2.4464, Acc=0.4922, PPL=11.6, LR=1.00e-03]
Training: 69it [00:02, 28.80it/s, Loss=2.4464, Acc=0.4922, PPL=11.6, LR=1.00e-03]
Training: 69it [00:02, 28.80it/s, Loss=2.4462, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 69it [00:02, 28.80it/s, Loss=2.4458, Acc=0.4923, PPL=11.6, LR=1.00e-03]
Training: 69it [00:02, 28.80it/s, Loss=2.4467, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 72it [00:02, 28.78it/s, Loss=2.4467, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 72it [00:02, 28.78it/s, Loss=2.4467, Acc=0.4921, PPL=11.6, LR=1.00e-03]
Training: 72it [00:02, 28.78it/s, Loss=2.4468, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 72it [00:02, 28.78it/s, Loss=2.4473, Acc=0.4920, PPL=11.6, LR=1.00e-03]
Training: 75it [00:02, 28.83it/s, Loss=2.4473, Acc=0.4920, PPL=11.6, LR=1.00e-03]
